100, 100, 30, 30, 0.9, 238
(1, 1, 30, 389)
(1, 2, 30, 389)
(1, 3, 30, 389)
(1, 4, 30, 389)
(1, 5, 30, 389)
(1, 6, 30, 389)
(1, 7, 30, 389)
(1, 8, 30, 389)
(1, 9, 30, 389)
(1, 10, 30, 389)
(1, 11, 30, 389)
(1, 12, 30, 389)
(1, 13, 30, 389)
(1, 14, 30, 392)
(1, 15, 30, 392)
(1, 16, 30, 392)
(1, 17, 30, 392)
(1, 18, 30, 392)
(1, 19, 30, 392)
(1, 20, 30, 392)
(1, 21, 30, 392)
(1, 22, 30, 392)
(1, 23, 30, 392)
(1, 24, 30, 392)
(1, 25, 30, 392)
(1, 26, 30, 392)
(1, 27, 30, 392)
(1, 28, 30, 392)
(1, 29, 30, 392)
(1, 30, 30, 392)
(2, 1, 27.0, 392)
(2, 2, 27.0, 392)
(2, 3, 27.0, 392)
(2, 4, 27.0, 392)
(2, 5, 27.0, 392)
(2, 6, 27.0, 392)
(2, 7, 27.0, 392)
(2, 8, 27.0, 392)
(2, 9, 27.0, 392)
(2, 10, 27.0, 392)
(2, 11, 27.0, 392)
(2, 12, 27.0, 392)
(2, 13, 27.0, 392)
(2, 14, 27.0, 392)
(2, 15, 27.0, 392)
(2, 16, 27.0, 392)
(2, 17, 27.0, 392)
(2, 18, 27.0, 392)
(2, 19, 27.0, 392)
(2, 20, 27.0, 392)
(2, 21, 27.0, 392)
(2, 22, 27.0, 392)
(2, 23, 27.0, 392)
(2, 24, 27.0, 392)
(2, 25, 27.0, 392)
(2, 26, 27.0, 392)
(2, 27, 27.0, 392)
(2, 28, 27.0, 392)
(2, 29, 27.0, 392)
(2, 30, 27.0, 392)
(3, 1, 24.3, 392)
(3, 2, 24.3, 392)
(3, 3, 24.3, 392)
(3, 4, 24.3, 392)
(3, 5, 24.3, 392)
(3, 6, 24.3, 392)
(3, 7, 24.3, 392)
(3, 8, 24.3, 392)
(3, 9, 24.3, 392)
(3, 10, 24.3, 392)
(3, 11, 24.3, 392)
(3, 12, 24.3, 392)
(3, 13, 24.3, 392)
(3, 14, 24.3, 392)
(3, 15, 24.3, 392)
(3, 16, 24.3, 392)
(3, 17, 24.3, 392)
(3, 18, 24.3, 392)
(3, 19, 24.3, 392)
(3, 20, 24.3, 392)
(3, 21, 24.3, 392)
(3, 22, 24.3, 392)
(3, 23, 24.3, 392)
(3, 24, 24.3, 337)
(3, 25, 24.3, 337)
(3, 26, 24.3, 337)
(3, 27, 24.3, 337)
(3, 28, 24.3, 337)
(3, 29, 24.3, 337)
(3, 30, 24.3, 337)
(4, 1, 21.87, 337)
(4, 2, 21.87, 337)
(4, 3, 21.87, 337)
(4, 4, 21.87, 337)
(4, 5, 21.87, 337)
(4, 6, 21.87, 337)
(4, 7, 21.87, 337)
(4, 8, 21.87, 337)
(4, 9, 21.87, 337)
(4, 10, 21.87, 337)
(4, 11, 21.87, 337)
(4, 12, 21.87, 337)
(4, 13, 21.87, 335)
(4, 14, 21.87, 335)
(4, 15, 21.87, 335)
(4, 16, 21.87, 335)
(4, 17, 21.87, 335)
(4, 18, 21.87, 335)
(4, 19, 21.87, 335)
(4, 20, 21.87, 316)
(4, 21, 21.87, 316)
(4, 22, 21.87, 316)
(4, 23, 21.87, 316)
(4, 24, 21.87, 316)
(4, 25, 21.87, 316)
(4, 26, 21.87, 316)
(4, 27, 21.87, 316)
(4, 28, 21.87, 266)
(4, 29, 21.87, 266)
(4, 30, 21.87, 266)
(5, 1, 19.683, 266)
(5, 3, 19.683, 266)
(5, 4, 19.683, 266)
(5, 5, 19.683, 266)
(5, 6, 19.683, 266)
(5, 7, 19.683, 261)
(5, 8, 19.683, 261)
(5, 9, 19.683, 261)
(5, 10, 19.683, 261)
(5, 12, 19.683, 241)
(5, 13, 19.683, 241)
(5, 14, 19.683, 241)
(5, 15, 19.683, 241)
(5, 16, 19.683, 241)
(5, 18, 19.683, 241)
(5, 19, 19.683, 241)
(5, 20, 19.683, 241)
(5, 21, 19.683, 241)
(5, 22, 19.683, 241)
(5, 23, 19.683, 241)
(5, 24, 19.683, 241)
(5, 25, 19.683, 241)
(5, 26, 19.683, 241)
(5, 27, 19.683, 241)
(5, 28, 19.683, 241)
(5, 29, 19.683, 241)
(5, 30, 19.683, 241)
(5, 31, 19.683, 241)
(5, 32, 19.683, 241)
(5, 33, 19.683, 241)
(6, 1, 17.7147, 202)
(6, 2, 17.7147, 202)
(6, 3, 17.7147, 184)
(6, 4, 17.7147, 143)
(6, 5, 17.7147, 143)
(6, 6, 17.7147, 143)
(6, 7, 17.7147, 143)
(6, 9, 17.7147, 143)
(6, 10, 17.7147, 143)
(6, 11, 17.7147, 143)
(6, 12, 17.7147, 143)
(6, 13, 17.7147, 143)
(6, 14, 17.7147, 143)
(6, 15, 17.7147, 143)
(6, 16, 17.7147, 143)
(6, 17, 17.7147, 144)
(6, 18, 17.7147, 144)
(6, 19, 17.7147, 144)
(6, 20, 17.7147, 144)
(6, 21, 17.7147, 144)
(6, 22, 17.7147, 144)
(6, 23, 17.7147, 144)
(6, 24, 17.7147, 98)
(6, 25, 17.7147, 98)
(6, 27, 17.7147, 98)
(6, 28, 17.7147, 98)
(6, 30, 17.7147, 98)
(6, 31, 17.7147, 98)
(6, 32, 17.7147, 98)
(6, 33, 17.7147, 98)
(7, 1, 15.943230000000002, 98)
(7, 2, 15.943230000000002, 98)
(7, 4, 15.943230000000002, 98)
(7, 5, 15.943230000000002, 98)
(7, 6, 15.943230000000002, 98)
(7, 9, 15.943230000000002, 98)
(7, 10, 15.943230000000002, 98)
(7, 11, 15.943230000000002, 98)
(7, 12, 15.943230000000002, 98)
(7, 13, 15.943230000000002, 98)
(7, 14, 15.943230000000002, 98)
(7, 15, 15.943230000000002, 98)
(7, 16, 15.943230000000002, 98)
(7, 17, 15.943230000000002, 98)
(7, 18, 15.943230000000002, 98)
(7, 19, 15.943230000000002, 98)
(7, 20, 15.943230000000002, 98)
(7, 21, 15.943230000000002, 93)
(7, 22, 15.943230000000002, 93)
(7, 23, 15.943230000000002, 93)
(7, 24, 15.943230000000002, 93)
(7, 25, 15.943230000000002, 93)
(7, 26, 15.943230000000002, 93)
(7, 27, 15.943230000000002, 93)
(7, 28, 15.943230000000002, 93)
(7, 29, 15.943230000000002, 93)
(7, 30, 15.943230000000002, 93)
(7, 32, 15.943230000000002, 93)
(7, 33, 15.943230000000002, 93)
(7, 34, 15.943230000000002, 93)
(8, 1, 14.348907000000002, 93)
(8, 2, 14.348907000000002, 93)
(8, 3, 14.348907000000002, 93)
(8, 4, 14.348907000000002, 93)
(8, 5, 14.348907000000002, 93)
(8, 6, 14.348907000000002, 93)
(8, 7, 14.348907000000002, 93)
(8, 8, 14.348907000000002, 93)
(8, 9, 14.348907000000002, 93)
(8, 10, 14.348907000000002, 93)
(8, 11, 14.348907000000002, 93)
(8, 12, 14.348907000000002, 93)
(8, 13, 14.348907000000002, 93)
(8, 14, 14.348907000000002, 93)
(8, 15, 14.348907000000002, 93)
(8, 16, 14.348907000000002, 93)
(8, 17, 14.348907000000002, 93)
(8, 18, 14.348907000000002, 93)
(8, 19, 14.348907000000002, 93)
(8, 20, 14.348907000000002, 93)
(8, 21, 14.348907000000002, 93)
(8, 23, 14.348907000000002, 93)
(8, 24, 14.348907000000002, 93)
(8, 26, 14.348907000000002, 93)
(8, 27, 14.348907000000002, 93)
(8, 28, 14.348907000000002, 93)
(8, 29, 14.348907000000002, 93)
(8, 30, 14.348907000000002, 93)
(8, 31, 14.348907000000002, 93)
(8, 32, 14.348907000000002, 93)
(9, 1, 12.914016300000002, 93)
(9, 2, 12.914016300000002, 93)
(9, 3, 12.914016300000002, 93)
(9, 4, 12.914016300000002, 93)
(9, 5, 12.914016300000002, 93)
(9, 6, 12.914016300000002, 93)
(9, 7, 12.914016300000002, 93)
(9, 8, 12.914016300000002, 93)
(9, 9, 12.914016300000002, 93)
(9, 10, 12.914016300000002, 93)
(9, 11, 12.914016300000002, 93)
(9, 12, 12.914016300000002, 93)
(9, 13, 12.914016300000002, 93)
(9, 14, 12.914016300000002, 52)
(9, 15, 12.914016300000002, 52)
(9, 16, 12.914016300000002, 52)
(9, 17, 12.914016300000002, 52)
(9, 18, 12.914016300000002, 52)
(9, 19, 12.914016300000002, 52)
